Região,Município,CV_BCG,CV_HEPatite_B,CV_HIB,CV_DPT,CV_Polio,CV_rota,CV_Pneumo,CV_MNCC,CV_SCR1,CV_SCR2,CV_VARICELA,CV_HEPATITE_A
Região Norte,150020 Acará,36.75,65.47,65.26,65.26,63.46,59.98,65.36,65.89,64.25,29.91,34.23,58.64
Região Norte,150030 Afuá,31.33,31.33,31.33,31.33,33.20,39.11,43.57,37.86,40.32,0.21,13.37,30.53
Região Norte,150034 Água Azul do Norte,91.12,95.86,95.86,96.45,97.04,93.49,104.73,95.86,77.58,27.27,58.18,76.36
Região Norte,150040 Alenquer,75.79,34.58,34.58,34.67,43.64,55.98,54.95,63.08,76.38,47.14,56.63,52.18
Região Norte,150050 Almeirim,38.38,28.37,28.37,28.37,28.37,32.22,33.38,35.69,40.97,21.86,24.87,30.76
Região Norte,150060 Altamira,86.92,65.39,65.39,65.52,65.74,67.75,73.67,68.05,70.42,39.10,52.50,54.89
Região Norte,150070 Anajás,77.47,67.48,67.48,67.60,66.75,76.13,92.45,79.54,81.63,58.08,59.43,66.71
Região Norte,150080 Ananindeua,6.60,28.12,28.06,28.12,27.64,29.60,30.23,27.48,34.94,11.60,18.49,23.05
Região Norte,150085 Anapu,31.54,79.87,79.87,80.03,77.81,85.74,92.08,85.42,88.44,42.86,62.60,74.32
Região Norte,150090 Augusto Corrêa,27.33,61.05,61.05,61.05,58.02,60.70,63.26,64.88,58.24,21.65,36.00,43.18
Região Norte,150095 Aurora do Pará,66.76,84.34,84.34,84.34,84.62,79.12,82.14,80.77,85.43,19.61,32.21,82.07
Região Norte,150100 Aveiro,71.23,64.38,64.38,64.38,70.55,81.51,80.14,77.40,55.86,31.72,32.41,76.55
Região Norte,150110 Bagre,50.76,46.21,46.21,46.21,45.27,47.35,52.65,50.76,52.39,3.44,14.53,33.08
Região Norte,150120 Baião,82.39,63.60,63.21,65.17,62.43,62.82,69.86,64.77,62.82,41.35,42.15,51.09
Região Norte,150125 Bannach,82.46,82.46,82.46,82.46,75.44,85.96,91.23,82.46,92.98,47.37,124.56,103.51
Região Norte,150130 Barcarena,100.57,60.11,59.97,59.97,63.06,63.94,68.65,66.27,68.84,43.47,51.02,57.78
Região Norte,150140 Belém,109.51,56.44,56.41,56.44,56.54,59.97,63.62,59.60,69.96,32.09,45.24,59.02
Região Norte,150145 Belterra,64.08,62.78,62.78,63.43,53.40,55.66,62.78,63.43,70.20,40.40,46.36,50.00
Região Norte,150150 Benevides,18.44,56.90,56.79,56.90,53.62,53.85,60.52,59.28,56.83,19.75,34.10,51.55
Região Norte,150157 Bom Jesus do Tocantins,59.06,74.80,74.80,74.80,74.02,75.59,79.13,75.20,64.68,5.16,52.38,61.90
Região Norte,150160 Bonito,25.25,63.86,63.86,63.86,62.38,66.83,65.84,62.87,60.70,52.24,42.29,57.21
Região Norte,150170 Bragança,131.47,67.80,67.80,67.90,69.16,72.62,75.83,73.78,62.72,14.40,35.16,65.19
Região Norte,150172 Brasil Novo,88.70,91.78,91.78,91.78,88.01,90.75,94.18,92.47,103.79,37.24,62.41,73.45
Região Norte,150175 Brejo Grande do Araguaia,41.12,107.48,106.54,106.54,104.67,84.11,109.35,113.08,99.06,7.55,76.42,99.06
Região Norte,150178 Breu Branco,55.01,39.63,39.63,39.63,52.75,57.40,62.91,59.94,62.16,9.25,20.06,59.32
Região Norte,150180 Breves,20.64,31.22,31.15,31.22,33.10,35.10,44.26,43.79,50.84,19.35,23.68,28.82
Região Norte,150190 Bujaru,13.45,76.28,76.04,80.68,75.31,67.97,78.24,78.97,85.00,58.75,58.00,70.50
Região Norte,150195 Cachoeira do Piriá,47.62,44.22,44.22,44.22,42.52,58.16,57.82,61.90,49.32,13.70,28.08,27.05
Região Norte,150200 Cachoeira do Arari,78.98,80.89,80.89,80.89,81.21,81.85,95.22,84.39,92.63,72.12,77.88,81.73
Região Norte,150210 Cametá,99.32,63.19,63.14,63.23,63.10,73.67,69.66,70.47,80.16,42.40,46.70,70.49
Região Norte,150215 Canaã dos Carajás,97.92,91.31,91.31,91.31,88.08,92.54,90.15,90.77,84.96,44.11,66.28,79.07
Região Norte,150220 Capanema,67.72,73.10,72.99,73.30,71.27,75.94,75.74,73.30,70.01,30.92,49.84,60.50
Região Norte,150230 Capitão Poço,63.12,66.63,66.63,66.63,66.52,63.56,73.00,74.97,71.73,34.70,51.55,71.06
Região Norte,150240 Castanhal,192.52,73.36,73.36,73.45,73.13,77.23,77.13,74.72,74.21,45.12,56.23,74.54
Região Norte,150250 Chaves,15.19,25.93,25.93,25.93,23.36,22.90,28.74,21.96,29.62,11.61,14.93,17.30
Região Norte,150260 Colares,22.96,65.93,65.93,65.93,56.30,59.26,54.81,59.26,52.24,23.13,35.07,50.75
Região Norte,150270 Conceição do Araguaia,90.32,76.16,76.16,76.16,76.86,75.04,80.93,77.70,69.76,34.52,51.78,59.20
Região Norte,150275 Concórdia do Pará,70.50,92.19,92.19,92.19,88.72,96.10,95.44,98.70,103.93,62.66,61.57,81.22
Região Norte,150276 Cumaru do Norte,47.06,44.34,44.34,45.25,42.08,43.44,46.61,41.18,44.86,10.28,12.62,20.56
Região Norte,150277 Curionópolis,42.77,33.76,33.76,33.76,35.69,37.94,43.41,42.12,47.06,33.33,35.62,29.74
Região Norte,150280 Curralinho,54.94,43.49,43.35,43.35,45.06,46.92,59.08,47.78,58.48,38.89,40.94,46.05
Região Norte,150285 Curuá,5.93,12.29,12.29,12.29,9.32,14.41,14.83,14.83,9.52,2.60,1.30,09.09
Região Norte,150290 Curuçá,17.30,71.94,71.73,73.84,68.14,82.70,80.17,76.37,77.01,50.54,52.71,63.77
Região Norte,150293 Dom Eliseu,74.80,74.80,74.80,74.80,73.05,77.67,81.18,82.78,73.59,20.77,61.19,79.55
Região Norte,150295 Eldorado do Carajás,13.32,20.74,20.74,20.74,20.74,18.34,22.71,25.55,25.39,1.99,10.60,24.94
Região Norte,150300 Faro,21.48,60.40,60.40,60.40,73.15,53.02,62.42,57.05,55.86,17.24,43.45,60.69
Região Norte,150304 Floresta do Araguaia,90.60,85.57,85.57,85.57,87.25,69.46,86.91,85.23,84.18,31.65,37.37,80.81
Região Norte,150307 Garrafão do Norte,67.78,84.89,84.89,84.89,83.56,82.22,82.67,82.44,84.25,27.40,66.89,79.45
Região Norte,150309 Goianésia do Pará,27.57,47.43,47.43,47.43,48.29,50.17,54.28,51.71,45.06,23.40,41.25,39.86
Região Norte,150310 Gurupá,62.41,46.05,46.05,46.05,48.27,50.90,57.70,53.81,55.20,36.52,31.60,43.96
Região Norte,150320 Igarapé-Açu,20.77,80.87,80.69,80.69,79.96,84.52,89.80,82.88,85.42,65.61,71.78,80.75
Região Norte,150330 Igarapé-Miri,77.99,82.63,82.63,82.92,79.96,85.69,91.21,91.61,77.81,46.59,50.70,68.07
Região Norte,150340 Inhangapi,6.15,93.85,93.85,93.85,95.53,91.06,96.65,91.62,61.02,47.46,59.89,63.28
Região Norte,150345 Ipixuna do Pará,20.28,44.54,44.54,44.71,43.85,38.30,44.89,41.94,39.82,8.32,21.24,39.47
Região Norte,150350 Irituia,23.39,67.78,67.78,68.26,73.99,81.62,77.09,75.66,72.75,40.88,29.68,68.86
Região Norte,150360 Itaituba,51.27,28.85,28.85,28.89,22.50,38.07,37.44,37.44,37.83,13.83,18.05,32.44
Região Norte,150370 Itupiranga,65.56,54.04,53.68,54.28,52.85,51.07,51.66,54.87,61.16,22.20,42.70,44.15
Região Norte,150375 Jacareacanga,47.22,27.52,27.52,27.52,23.46,29.92,28.72,30.38,23.28,11.94,11.03,20.67
Região Norte,150380 Jacundá,99.11,75.52,75.52,75.52,76.26,77.45,82.34,77.89,84.56,40.48,52.62,64.47
Região Norte,150390 Juruti,76.65,78.79,78.79,78.79,75.26,78.14,88.00,80.47,87.24,55.01,63.23,68.90
Região Norte,150400 Limoeiro do Ajuru,32.32,71.37,71.37,71.37,69.63,68.33,78.09,65.29,81.46,45.03,44.59,55.41
Região Norte,150405 Mãe do Rio,73.61,83.83,83.83,83.83,82.34,86.62,86.06,87.55,90.68,40.87,73.76,77.19
Região Norte,150410 Magalhães Barata,11.11,117.78,117.78,117.78,122.22,120.00,127.78,126.67,108.99,91.01,93.26,100.00
Região Norte,150420 Marabá,35.33,73.25,73.18,73.27,71.85,76.40,80.17,76.77,74.88,41.81,54.59,69.76
Região Norte,150430 Maracanã,50.98,89.08,89.08,89.64,93.84,96.64,101.68,98.88,92.94,46.05,64.41,70.06
Região Norte,150440 Marapanim,12.54,63.67,63.34,63.34,55.31,58.20,59.16,59.16,63.19,35.18,45.93,47.23
Região Norte,150442 Marituba,19.51,56.96,56.78,57.20,51.74,54.56,58.76,54.74,66.93,23.28,32.95,50.88
Região Norte,150445 Medicilândia,75.21,83.82,83.82,83.82,85.50,84.03,91.60,87.82,98.31,2.75,77.38,83.30
Região Norte,150450 Melgaço,29.46,35.35,34.85,34.85,33.00,27.61,41.25,39.39,54.37,5.15,31.73,53.00
Região Norte,150460 Mocajuba,59.25,75.88,75.88,76.09,74.22,72.35,81.50,83.37,71.58,33.89,24.00,51.58
Região Norte,150470 Moju,19.51,38.33,38.18,38.18,33.89,40.09,41.85,39.79,38.58,26.19,29.38,26.73
Região Norte,150475 Mojuí dos Campos,77.11,90.85,90.85,91.20,85.56,86.97,90.49,86.27,124.91,16.01,63.35,74.02
Região Norte,150480 Monte Alegre,39.78,43.88,43.88,43.98,47.62,54.81,55.00,51.17,63.09,16.79,33.97,53.61
Região Norte,150490 Muaná,75.13,18.70,18.70,18.70,22.04,30.22,39.73,39.23,39.97,27.44,24.53,22.30
Região Norte,150495 Nova Esperança do Piriá,88.09,71.47,71.47,71.47,73.41,81.44,82.83,86.70,80.00,1.97,07.04,70.14
Região Norte,150497 Nova Ipixuna,13.78,62.22,62.22,62.22,66.22,63.56,66.67,60.00,77.23,31.70,41.96,74.11
Região Norte,150500 Nova Timboteua,29.20,72.99,72.99,72.99,72.99,75.91,73.72,78.83,70.90,31.34,50.75,65.67
Região Norte,150503 Novo Progresso,98.06,86.06,86.06,86.06,83.47,95.14,97.73,93.52,78.56,50.90,63.50,82.82
Região Norte,150506 Novo Repartimento,28.64,40.62,40.62,40.62,51.84,47.82,52.93,33.58,54.08,14.16,29.1,52.45
Região Norte,150510 Óbidos,69.24,56.44,56.44,56.44,47.88,61.81,57.20,61.90,62.52,41.97,44.26,57.17
Região Norte,150520 Oeiras do Pará,30.66,31.72,31.72,31.72,27.64,34.59,32.93,33.53,50.15,10.31,10.46,30.77
Região Norte,150530 Oriximiná,72.09,34.99,34.99,35.05,30.22,37.63,29.37,29.70,35.43,12.73,16.81,40.19
Região Norte,150540 Ourém,55.07,84.80,84.80,84.80,85.81,81.08,81.08,85.47,74.83,48.28,68.28,73.10
Região Norte,150543 Ourilândia do Norte,86.91,69.26,69.26,69.41,67.94,66.47,72.65,68.97,73.68,41.95,57.89,59.25
Região Norte,150548 Pacajá,52.93,82.69,82.69,82.69,79.83,85.26,94.28,85.55,85.30,12.52,50.51,82.53
Região Norte,150549 Palestina do Pará,18.97,87.93,87.93,87.93,81.90,87.93,88.79,87.93,86.73,69.91,69.91,80.53
Região Norte,150550 Paragominas,89.57,58.03,57.98,57.98,58.40,59.20,61.33,58.03,59.19,25.34,37.09,53.37
Região Norte,150553 Parauapebas,104.39,52.00,52.00,52.90,71.37,77.07,74.76,72.40,74.48,31.42,65.20,78.82
Região Norte,150555 Pau D'Arco,50.39,51.16,51.16,51.94,55.04,37.98,58.91,54.26,49.19,1.61,2.42,41.13
Região Norte,150560 Peixe-Boi,83.53,100.00,100.00,100.00,101.18,102.35,105.88,105.88,115.48,84.52,89.29,101.19
Região Norte,150563 Piçarra,40.12,93.41,93.41,93.41,97.01,91.62,107.19,100.00,111.04,49.08,63.80,100.00
Região Norte,150565 Placas,65.20,76.35,76.35,76.35,77.36,77.03,85.81,76.01,80.20,16.38,33.11,68.26
Região Norte,150570 Ponta de Pedras,39.94,93.61,93.61,93.61,95.85,100.96,102.88,105.75,144.81,66.88,103.25,100.97
Região Norte,150580 Portel,57.96,25.55,25.49,25.55,29.14,31.66,38.89,36.63,39.91,19.67,18.91,26.97
Região Norte,150590 Porto de Moz,78.42,58.06,58.06,58.06,56.97,56.83,61.48,62.57,56.61,27.69,31.96,48.35
Região Norte,150600 Prainha,38.61,47.36,47.36,47.49,51.99,53.93,54.44,55.21,65.57,28.12,44.15,54.14
Região Norte,150610 Primavera,64.88,86.31,86.31,86.90,79.17,72.62,74.40,79.76,75.61,38.41,54.88,84.15
Região Norte,150611 Quatipuru,74.67,96.67,96.67,96.67,94.67,102.67,105.33,110.00,101.37,52.74,85.62,81.51
Região Norte,150613 Redenção,107.72,61.22,61.22,61.22,62.31,63.22,67.05,66.87,58.46,10.23,21.20,51.52
Região Norte,150616 Rio Maria,93.43,78.55,78.55,78.55,77.85,84.43,85.12,81.66,77.27,10.49,44.06,80.77
Região Norte,150618 Rondon do Pará,34.08,83.99,83.99,83.99,82.12,83.24,84.17,87.15,88.85,38.94,43.67,64.08
Região Norte,150619 Rurópolis,76.84,85.30,85.30,85.30,84.19,76.84,79.06,82.18,78.36,9.79,69.70,69.02
Região Norte,150620 Salinópolis,79.91,81.20,81.20,81.20,83.33,83.05,84.47,83.76,106.20,32.28,66.57,81.56
Região Norte,150630 Salvaterra,66.38,58.91,58.91,58.91,59.20,70.11,66.09,62.36,69.57,38.84,29.28,46.67
Região Norte,150635 Santa Bárbara do Pará,21.48,53.17,52.46,52.46,50.00,52.82,52.46,50.70,45.23,36.75,34.63,39.58
Região Norte,150640 Santa Cruz do Arari,43.75,58.75,58.75,58.75,46.25,67.50,81.25,58.75,22.37,3.95,0.00,55.26
Região Norte,150650 Santa Izabel do Pará,20.55,64.00,64.00,64.22,63.15,64.64,65.71,61.98,66.27,31.36,36.53,52.91
Região Norte,150655 Santa Luzia do Pará,68.04,66.14,65.82,66.14,70.57,61.39,63.29,65.82,86.17,37.30,54.34,59.49
Região Norte,150658 Santa Maria das Barreiras,36.56,77.53,77.53,77.97,76.65,63.44,81.50,71.81,88.79,46.64,43.05,61.43
Região Norte,150660 Santa Maria do Pará,5.93,31.85,31.60,31.85,30.86,36.79,36.54,36.30,45.61,12.28,15.04,20.30
Região Norte,150670 Santana do Araguaia,102.41,72.34,72.34,72.34,73.02,81.62,86.08,77.15,72.61,27.74,37.10,55.12
Região Norte,150680 Santarém,69.19,48.53,48.50,48.58,46.05,54.23,57.76,54.27,56.82,24.90,30.37,44.62
Região Norte,150690 Santarém Novo,61.04,70.13,70.13,70.13,64.94,53.25,58.44,71.43,57.33,66.67,58.67,56.00
Região Norte,150700 Santo Antônio do Tauá,38.74,35.37,35.16,35.16,35.16,37.68,43.16,41.89,44.80,23.99,28.45,37.58
Região Norte,150710 São Caetano de Odivelas,33.19,74.89,74.89,74.89,79.57,71.49,82.98,80.00,96.94,31.00,39.74,75.55
Região Norte,150715 São Domingos do Araguaia,22.81,81.56,81.56,81.56,84.38,77.81,83.13,77.50,68.35,12.03,46.20,70.89
Região Norte,150720 São Domingos do Capim,28.89,96.72,96.72,96.72,98.57,89.55,102.66,91.80,112.63,59.63,78.26,91.10
Região Norte,150730 São Félix do Xingu,78.46,67.04,67.04,67.04,65.92,58.22,70.57,68.71,59.30,4.46,15.09,53.61
Região Norte,150740 São Francisco do Pará,09.02,78.43,78.04,78.04,78.43,77.25,72.55,75.29,93.63,45.42,60.16,64.54
Região Norte,150745 São Geraldo do Araguaia,55.94,88.92,88.92,88.92,81.79,83.64,78.63,82.32,117.29,37.50,72.87,70.48
Região Norte,150746 São João da Ponta,12.05,90.36,89.16,89.16,84.34,56.63,59.04,75.90,111.25,45.00,61.25,42.50
Região Norte,150747 São João de Pirabas,50.99,52.30,52.30,54.61,52.63,54.93,53.95,50.66,39.74,37.75,45.03,42.05
Região Norte,150750 São João do Araguaia,0.90,54.95,54.95,54.95,47.30,52.25,61.71,61.26,52.25,25.68,32.88,56.31
Região Norte,150760 São Miguel do Guamá,20.34,59.44,59.44,59.44,60.34,54.97,66.93,67.37,65.61,13.91,42.87,58.26
Região Norte,150770 São Sebastião da Boa Vista,72.74,56.08,56.08,56.08,50.87,71.88,64.76,62.50,67.60,28.75,52.96,66.03
Região Norte,150775 Sapucaia,43.53,74.12,74.12,74.12,75.29,70.59,74.12,76.47,62.65,8.43,18.07,66.27
Região Norte,150780 Senador José Porfírio,19.86,44.95,44.95,44.95,46.34,48.08,52.26,45.30,41.84,0.71,46.45,52.13
Região Norte,150790 Soure,69.23,49.63,49.63,49.88,50.12,52.36,40.94,40.69,41.85,15.54,6.27,27.82
Região Norte,150795 Tailândia,119.13,83.19,83.19,83.19,81.22,84.32,89.52,90.15,88.75,15.88,55.41,77.14
Região Norte,150796 Terra Alta,05.08,55.84,55.84,55.84,55.33,50.25,55.84,55.84,41.75,27.84,27.84,36.08
Região Norte,150797 Terra Santa,44.92,69.51,69.51,69.51,70.82,63.28,67.87,71.48,78.62,2.63,17.43,61.84
Região Norte,150800 Tomé-Açu,78.83,57.66,57.59,57.59,53.17,60.79,68.28,65.49,75.21,26.86,23.28,52.75
Região Norte,150803 Tracuateua,27.32,79.45,79.45,79.45,79.20,77.44,81.70,72.68,71.54,27.20,26.95,55.92
Região Norte,150805 Trairão,89.20,93.20,93.20,93.20,94.00,85.60,89.60,94.40,80.89,34.96,42.68,88.21
Região Norte,150808 Tucumã,105.63,67.32,67.18,68.73,64.93,75.92,80.00,74.08,93.30,5.41,31.05,55.56
Região Norte,150810 Tucuruí,105.47,60.15,60.15,60.33,60.51,59.51,63.80,59.45,70.00,29.35,41.79,53.87
Região Norte,150812 Ulianópolis,64.37,73.96,73.96,73.96,74.69,80.59,84.03,76.66,72.14,30.60,61.44,64.43
Região Norte,150815 Uruará,79.77,81.19,81.19,81.19,83.14,84.05,91.05,87.42,85.88,23.22,45.78,73.88
Região Norte,150820 Vigia,28.24,44.27,44.12,44.12,41.53,47.18,50.99,46.56,40.16,9.15,13.18,43.10
Região Norte,150830 Viseu,63.28,52.26,52.17,52.26,48.78,52.64,55.56,51.22,54.58,10.02,16.03,36.07
Região Norte,150835 Vitória do Xingu,115.21,61.41,61.41,61.41,60.00,63.94,60.56,61.97,63.35,23.86,36.65,42.61
Região Norte,150840 Xinguara,58.78,87.04,86.93,86.93,86.34,89.99,89.87,92.93,77.57,45.58,58.23,73.51
Região Norte,160005 Serra do Navio,14.89,88.30,87.23,87.23,86.17,90.43,98.94,98.94,81.52,59.78,54.35,79.35
Região Norte,160010 Amapá,34.18,52.04,52.04,52.04,52.55,60.71,64.80,64.29,70.26,45.13,48.21,57.44
Região Norte,160015 Pedra Branca do Amapari,2.12,45.76,45.76,45.76,45.45,41.21,40.91,39.09,98.15,11.42,51.23,61.11
Região Norte,160020 Calçoene,53.69,62.56,62.56,62.56,59.11,60.10,67.00,69.95,79.60,52.24,47.26,65.17
Região Norte,160021 Cutias,18.58,84.07,84.07,84.96,79.65,69.03,79.65,77.88,75.00,45.54,40.18,50.00
Região Norte,160023 Ferreira Gomes,20.90,76.84,76.84,76.84,77.40,75.14,74.01,72.32,98.26,59.88,70.35,89.53
Região Norte,160025 Itaubal,17.88,29.14,29.14,29.14,31.79,39.07,40.40,37.75,50.33,22.52,20.53,21.19
Região Norte,160027 Laranjal do Jari,88.59,71.88,71.74,71.74,71.47,80.30,78.26,79.08,80.31,58.10,59.50,64.80
Região Norte,160030 Macapá,125.44,40.41,40.39,40.43,39.98,47.32,47.38,45.70,58.93,35.80,36.45,39.55
Região Norte,160040 Mazagão,15.37,49.91,49.91,49.91,51.99,54.84,53.89,58.63,78.29,30.29,26.29,56.76
Região Norte,160050 Oiapoque,51.86,28.72,28.72,28.72,28.72,28.72,31.76,29.05,51.81,18.59,16.18,24.1
Região Norte,160053 Porto Grande,6.95,16.04,16.04,16.04,15.51,16.58,19.25,19.79,34.06,25.89,14.99,9.26
Região Norte,160055 Pracuúba,52.04,58.16,58.16,58.16,58.16,71.43,65.31,65.31,94.90,9.18,43.88,58.16
Região Norte,160060 Santana,111.88,57.29,57.29,57.29,58.65,66.32,71.28,70.08,92.19,36.53,50.20,57.14
Região Norte,160070 Tartarugalzinho,32.94,72.70,72.70,72.70,67.06,75.07,71.81,73.29,75.98,51.95,41.44,53.45
Região Norte,160080 Vitória do Jari,91.29,74.62,74.62,75.00,71.97,73.48,81.82,77.65,95.04,46.95,56.49,56.87
Região Norte,170025 Abreulândia,48.65,97.30,97.30,97.30,100.00,83.78,86.49,81.08,80.00,40.00,71.43,62.86
Região Norte,170030 Aguiarnópolis,0.00,100.00,100.00,100.00,98.21,98.21,108.93,105.36,126.79,0.00,83.93,100.00
Região Norte,170035 Aliança do Tocantins,5.80,81.16,81.16,81.16,85.51,68.12,73.91,82.61,86.96,71.01,79.71,73.91
Região Norte,170040 Almas,12.26,84.91,84.91,84.91,83.96,83.96,100.00,85.85,88.57,60.95,74.29,79.05
Região Norte,170070 Alvorada,57.89,100.75,100.75,101.50,100.00,90.23,95.49,92.48,87.12,68.18,80.30,75.00
Região Norte,170100 Ananás,4.14,100.69,100.69,100.69,93.10,91.72,93.79,97.24,91.03,77.24,80.69,91.72
Região Norte,170105 Angico,0.00,103.57,103.57,103.57,100.00,96.43,103.57,92.86,107.14,96.43,92.86,75.00
Região Norte,170110 Aparecida do Rio Negro,8.57,111.43,111.43,111.43,111.43,122.86,120.00,108.57,88.24,5.88,5.88,86.76
Região Norte,170130 Aragominas,1.15,65.52,65.52,65.52,66.67,56.32,71.26,73.56,77.01,16.09,49.43,47.13
Região Norte,170190 Araguacema,20.99,100.00,100.00,100.00,96.30,74.07,79.01,82.72,131.25,16.25,81.25,75.00
Região Norte,170200 Araguaçu,53.06,104.08,104.08,104.08,105.10,115.31,120.41,115.31,101.04,81.25,95.83,108.33
Região Norte,170210 Araguaína,196.41,74.46,74.65,74.68,74.78,77.14,82.58,79.22,77.25,42.12,65.42,74.64
Região Norte,170215 Araguanã,8.54,74.39,74.39,74.39,69.51,65.85,79.27,74.39,74.39,58.54,58.54,56.10
Região Norte,170220 Araguatins,35.16,85.35,85.35,85.55,85.94,79.10,86.52,85.94,82.87,74.02,75.00,88.58
Região Norte,170230 Arapoema,6.60,82.08,82.08,82.08,83.96,79.25,81.13,82.08,90.57,62.26,72.64,79.25
Região Norte,170240 Arraias,55.07,103.62,103.62,103.62,103.62,100.00,100.00,103.62,89.78,61.31,83.21,91.24
Região Norte,170255 Augustinópolis,142.02,82.52,82.52,82.52,81.29,78.53,84.05,80.06,88.54,77.71,81.73,89.16
Região Norte,170270 Aurora do Tocantins,17.14,82.86,82.86,82.86,82.86,54.29,51.43,60.00,54.29,2.86,34.29,37.14
Região Norte,170290 Axixá do Tocantins,20.35,108.14,108.14,108.14,86.05,90.70,108.72,107.56,106.51,74.56,78.70,98.82
Região Norte,170300 Babaçulândia,0.00,68.27,68.27,68.27,65.38,50.96,62.50,59.62,89.00,72.00,79.00,76.00
Região Norte,170305 Bandeirantes do Tocantins,0.00,107.14,107.14,107.14,105.36,96.43,98.21,83.93,53.57,30.36,35.71,73.21
Região Norte,170307 Barra do Ouro,7.14,75.71,75.71,75.71,80.00,104.29,101.43,84.29,86.76,66.18,72.06,107.35
Região Norte,170310 Barrolândia,1.69,98.31,98.31,98.31,103.39,108.47,113.56,113.56,105.08,91.53,91.53,89.83
Região Norte,170320 Bernardo Sayão,13.43,92.54,92.54,92.54,91.04,83.58,86.57,105.97,124.62,95.38,160.00,123.08
Região Norte,170330 Bom Jesus do Tocantins,12.50,109.72,109.72,109.72,109.72,100.00,106.94,111.11,77.78,72.22,84.72,62.50
Região Norte,170360 Brasilândia do Tocantins,2.86,71.43,71.43,71.43,71.43,62.86,65.71,80.00,91.43,77.14,80.00,82.86
Região Norte,170370 Brejinho de Nazaré,82.46,85.96,85.96,85.96,80.70,87.72,91.23,92.98,78.95,35.09,57.89,70.18
Região Norte,170380 Buriti do Tocantins,22.97,107.43,107.43,107.43,97.30,104.05,112.16,110.81,111.56,105.44,119.73,119.05
Região Norte,170382 Cachoeirinha,7.69,123.08,123.08,123.08,123.08,130.77,153.85,138.46,146.15,0.00,115.38,119.23
Região Norte,170384 Campos Lindos,7.79,108.44,108.44,108.44,102.60,101.30,111.04,107.14,96.71,78.29,89.47,86.18
Região Norte,170386 Cariri do Tocantins,107.32,124.39,124.39,124.39,124.39,114.63,131.71,107.32,105.13,87.18,100.00,117.95
Região Norte,170388 Carmolândia,0.00,60.47,60.47,60.47,69.77,72.09,76.74,55.81,97.62,71.43,85.71,83.33
Região Norte,170389 Carrasco Bonito,15.28,81.94,81.94,81.94,79.17,91.67,93.06,93.06,81.94,86.11,88.89,95.83
Região Norte,170390 Caseara,25.00,71.43,71.43,71.43,65.48,83.33,88.10,75.00,44.05,5.95,26.19,50.00
Região Norte,170410 Centenário,63.64,113.64,113.64,113.64,113.64,90.91,109.09,131.82,104.55,77.27,72.73,90.91
Região Norte,170460 Chapada de Areia,123.53,117.65,117.65,117.65,117.65,76.47,88.24,100.00,141.18,11.76,17.65,129.41
Região Norte,170510 Chapada da Natividade,45.16,151.61,151.61,151.61,151.61,170.97,174.19,174.19,112.90,35.48,67.74,125.81
Região Norte,170550 Colinas do Tocantins,9.27,82.52,82.34,82.34,81.99,84.62,88.81,81.82,87.01,28.29,60.68,73.13
Região Norte,170555 Combinado,73.33,100.00,100.00,100.00,100.00,93.33,93.33,96.67,113.56,101.69,115.25,111.86
Região Norte,170560 Conceição do Tocantins,20.00,125.45,125.45,125.45,121.82,114.55,118.18,125.45,124.53,120.75,122.64,122.64
Região Norte,170600 Couto Magalhães,31.82,109.09,109.09,109.09,100.00,104.55,112.12,112.12,66.15,41.54,64.62,80.00
Região Norte,170610 Cristalândia,61.90,89.29,89.29,89.29,89.29,79.76,80.95,90.48,110.71,61.90,86.90,98.81
Região Norte,170625 Crixás do Tocantins,14.29,85.71,85.71,85.71,85.71,95.24,95.24,109.52,71.43,33.33,80.95,76.19
Região Norte,170650 Darcinópolis,01.02,83.67,83.67,83.67,85.71,92.86,96.94,85.71,130.61,19.39,73.47,67.35
Região Norte,170700 Dianópolis,117.57,92.01,92.65,92.65,92.33,86.58,96.17,93.61,94.48,57.79,83.77,85.71
Região Norte,170710 Divinópolis do Tocantins,106.74,112.36,112.36,112.36,110.11,108.99,116.85,111.24,124.72,91.01,101.12,106.74
Região Norte,170720 Dois Irmãos do Tocantins,0.00,50.79,50.79,50.79,55.56,44.44,46.03,47.62,19.35,6.45,6.45,35.48
Região Norte,170730 Dueré,5.48,79.45,79.45,79.45,82.19,49.32,61.64,67.12,58.90,0.00,21.92,53.42
Região Norte,170740 Esperantina,17.93,68.97,68.97,68.97,71.72,75.86,73.79,66.90,73.94,23.24,23.94,67.61
Região Norte,170755 Fátima,0.00,117.39,117.39,117.39,117.39,108.70,115.22,126.09,119.57,106.52,113.04,100.00
Região Norte,170765 Figueirópolis,0.00,114.55,114.55,114.55,110.91,76.36,80.00,101.82,118.18,0.00,89.09,83.64
Região Norte,170770 Filadélfia,4.00,70.00,70.00,70.00,73.00,81.00,89.00,76.00,85.71,54.08,60.20,66.33
Região Norte,170820 Formoso do Araguaia,23.48,97.17,97.17,97.17,95.95,106.88,107.69,102.02,88.93,75.00,76.23,86.89
