COD,CODMUN7,Estado,Municipio,BCG,Hepatite_B,Hib,DPT,poliomielite,Rotavírus,Pneumonia,Meningococo ,Triplice_viral,Tetraviral,Varicela,Hepatite_A
110001,1100015,Rondonia,Alta Floresta D'Oeste,51.23,111.96,111.04,111.04,123.01,108.59,110.74,112.88,96.45,92.08,92.08,84.15
110002,1100023,Rondonia,Ariquemes,101.93,100.66,100.78,100.78,103.07,102.65,98.50,109.27,98.92,89.52,101.08,79.55
110003,1100031,Rondonia,Cabixi,30.14,98.63,98.63,98.63,187.67,98.63,110.96,104.11,109.64,77.11,77.11,31.33
110004,1100049,Rondonia,Cacoal,111.51,97.16,97.16,97.16,97.38,96.04,98.88,94.77,99.18,82.32,81.87,62.62
110005,1100056,Rondonia,Cerejeiras,54.37,107.22,107.22,107.22,127.76,107.22,106.08,125.10,99.28,85.51,85.51,62.32
110006,1100064,Rondonia,Colorado do Oeste,24.66,134.08,134.08,134.08,143.50,128.25,139.01,129.15,134.94,100.80,98.80,75.90
110007,1100072,Rondonia,Corumbiara,11.51,96.40,96.40,96.40,118.71,96.40,92.81,99.28,119.82,110.81,110.81,82.88
110008,1100080,Rondonia,Costa Marques,80.75,156.81,156.81,156.81,177.46,142.72,151.17,133.33,122.69,113.03,113.03,95.80
110009,1100098,Rondonia,EspigÆo D'Oeste,105.35,97.94,97.94,97.94,177.16,98.77,99.38,102.06,89.07,92.59,92.96,69.81
110010,1100106,Rondonia,Guajar 0Mirim,127.83,108.37,108.37,108.37,217.08,107.13,110.29,108.03,119.02,70.31,71.41,60.98
110011,1100114,Rondonia,Jaru,134.57,107.81,107.81,107.81,155.76,107.19,107.19,105.08,100.00,81.70,80.93,81.06
110012,1100122,Rondonia,Ji0Paran ,123.13,96.81,96.81,96.81,151.37,89.98,95.24,99.09,103.88,89.13,92.58,82.73
110013,1100130,Rondonia,Machadinho D'Oeste,76.13,131.91,131.91,131.91,257.04,141.46,150.00,135.43,114.07,111.51,110.23,96.16
110014,1100148,Rondonia,Nova Brasilƒndia D'Oeste,94.57,96.38,96.38,96.38,97.10,89.49,89.86,92.75,95.28,87.01,87.80,73.23
110015,1100155,Rondonia,Ouro Preto do Oeste,120.45,124.23,124.23,124.23,137.63,118.21,119.24,118.90,78.42,63.82,62.76,48.03
110018,1100189,Rondonia,Pimenta Bueno,149.92,101.33,101.33,101.33,101.66,103.66,105.49,102.33,108.22,97.95,96.06,78.25
110020,1100205,Rondonia,Porto Velho,113.75,103.18,103.44,103.67,110.46,111.96,106.02,108.65,115.36,95.76,95.72,90.53
110025,1100254,Rondonia,Presidente M‚dici,107.25,109.06,109.06,109.06,127.17,109.42,111.59,107.61,126.46,128.79,128.79,123.74
110026,1100262,Rondonia,Rio Crespo,54.29,114.29,114.29,114.29,122.86,108.57,100.00,122.86,122.22,100.00,100.00,97.22
110028,1100288,Rondonia,Rolim de Moura,154.85,112.98,112.98,112.98,210.99,115.32,111.46,109.94,108.43,97.48,100.00,73.71
110029,1100296,Rondonia,Santa Luzia D'Oeste,28.07,99.12,99.12,99.12,168.42,99.12,102.63,104.39,111.01,90.83,90.83,100.92
110030,1100304,Rondonia,Vilhena,160.76,111.14,111.14,111.14,121.93,107.43,112.19,110.44,104.75,97.76,98.94,83.58
110032,1100320,Rondonia,SÆo Miguel do Guapor‚,116.62,131.75,131.75,131.75,194.66,110.09,101.19,135.61,114.33,109.12,109.12,94.79
110033,1100338,Rondonia,Nova Mamor‚,45.99,100.49,100.49,100.49,126.76,100.97,118.49,111.68,104.50,118.75,102.50,84.50
110034,1100346,Rondonia,Alvorada D'Oeste,106.02,171.08,171.08,171.08,195.18,151.20,151.20,157.23,165.82,141.33,141.33,139.29
110037,1100379,Rondonia,Alto Alegre dos Parecis,19.64,115.48,115.48,115.48,144.64,129.76,129.76,127.38,156.08,127.03,139.19,95.95
110040,1100403,Rondonia,Alto Para¡so,68.18,120.45,120.45,120.45,174.09,106.36,110.45,122.73,123.97,36.78,36.78,50.83
110045,1100452,Rondonia,Buritis,114.74,121.47,121.47,121.47,112.98,119.39,120.51,113.94,127.71,116.53,116.53,84.97
110050,1100502,Rondonia,Novo Horizonte do Oeste,16.84,96.84,96.84,96.84,193.68,103.16,107.37,102.11,109.17,80.73,80.73,61.47
110060,1100601,Rondonia,Cacaulƒndia,55.22,91.04,91.04,91.04,201.49,104.48,102.99,108.96,90.28,69.44,69.44,50.00
110070,1100700,Rondonia,Campo Novo de Rond“nia,29.01,28.40,28.40,28.40,22.84,37.65,37.04,37.04,61.69,45.45,44.81,55.19
110080,1100809,Rondonia,Candeias do Jamari,17.74,93.55,93.55,93.55,156.99,100.81,96.77,105.91,147.30,107.30,107.30,129.52
110090,1100908,Rondonia,Castanheiras,,114.55,112.73,112.73,223.64,118.18,121.82,110.91,111.76,96.08,96.08,62.75
110092,1100924,Rondonia,Chupinguaia,13.07,126.80,126.80,126.80,232.68,109.15,138.56,100.00,134.23,138.93,138.93,124.83
110094,1100940,Rondonia,Cujubim,77.18,162.24,162.24,162.24,148.13,155.60,166.39,146.47,128.89,101.11,100.37,96.30
110100,1101005,Rondonia,Governador Jorge Teixeira,143.75,121.43,121.43,121.43,108.93,126.79,112.50,108.04,130.53,119.08,119.08,112.21
110110,1101104,Rondonia,ItapuÆ do Oeste,31.01,106.98,106.98,106.98,163.57,114.73,111.63,120.16,131.25,132.14,132.14,110.71
110120,1101203,Rondonia,Ministro Andreazza,66.67,140.86,140.86,140.86,164.52,122.58,121.51,138.71,120.65,134.78,133.70,84.78
110130,1101302,Rondonia,Mirante da Serra,121.62,115.54,115.54,115.54,130.41,132.43,109.46,114.86,88.14,83.62,83.62,90.40
110140,1101401,Rondonia,Monte Negro,146.24,120.81,120.81,120.81,141.04,113.29,121.39,122.54,77.97,73.31,73.31,58.47
110143,1101435,Rondonia,Nova UniÆo,117.78,124.44,124.44,124.44,137.78,123.33,130.00,132.22,125.35,83.10,83.10,100.00
110145,1101450,Rondonia,Parecis,24.00,134.00,134.00,134.00,206.00,130.00,126.00,132.00,118.52,127.78,127.78,92.59
110146,1101468,Rondonia,Pimenteiras do Oeste,17.65,123.53,123.53,123.53,202.94,141.18,135.29,123.53,86.54,88.46,71.15,88.46
110147,1101476,Rondonia,Primavera de Rond“nia,50.00,91.07,91.07,91.07,100.00,110.71,114.29,105.36,130.00,135.00,132.50,122.50
110148,1101484,Rondonia,SÆo Felipe D'Oeste,51.85,148.15,148.15,148.15,142.59,140.74,138.89,146.30,118.06,106.94,106.94,83.33
110149,1101492,Rondonia,SÆo Francisco do Guapor‚,113.77,113.11,113.11,113.11,318.36,111.80,109.84,111.15,111.95,109.75,109.43,108.49
110150,1101500,Rondonia,Seringueiras,107.60,112.87,112.87,112.87,208.19,108.19,109.36,109.94,107.61,101.63,101.63,100.00
110155,1101559,Rondonia,Teixeir¢polis,118.64,115.25,115.25,115.25,157.63,118.64,125.42,120.34,110.00,120.00,120.00,121.43
110160,1101609,Rondonia,Theobroma,119.08,145.80,145.80,145.80,135.88,121.37,125.19,136.64,193.33,199.05,200.00,184.76
110170,1101708,Rondonia,Urup ,84.11,112.58,112.58,112.58,125.83,118.54,105.30,118.54,124.63,91.79,91.04,77.61
110175,1101757,Rondonia,Vale do Anari,33.64,39.09,39.09,39.09,50.91,26.36,45.45,31.82,34.95,18.45,18.45,24.27
110180,1101807,Rondonia,Vale do Para¡so,97.96,93.88,93.88,93.88,120.41,88.78,100.00,94.90,119.35,143.55,143.55,154.84
120001,1200013,acre,Acrelƒndia,12.16,81.08,81.08,81.08,82.88,85.59,104.50,88.74,91.16,83.26,81.86,94.42
120005,1200054,acre,Assis Brasil,54.21,68.42,68.42,68.42,71.58,62.11,83.68,79.47,67.97,15.58,15.15,14.72
120010,1200104,acre,Brasil‚ia,77.14,96.53,96.53,96.53,97.14,100.41,113.67,97.96,74.85,78.34,76.60,64.99
120013,1200138,acre,Bujari,57.26,97.58,97.58,97.58,81.05,85.08,102.02,88.71,78.46,73.58,73.17,77.64
120017,1200179,acre,Capixaba,77.84,84.02,84.02,84.02,77.32,87.11,91.24,95.88,88.48,67.74,67.28,60.83
120020,1200203,acre,Cruzeiro do Sul,100.00,86.09,86.09,86.15,81.13,92.22,107.29,90.75,73.56,59.15,57.28,56.90
120025,1200252,acre,Epitaciolƒndia,42.59,70.00,68.89,68.89,121.48,96.30,107.78,109.26,58.48,54.15,24.91,41.88
120030,1200302,acre,Feij¢,84.65,50.48,50.48,50.48,46.28,51.44,55.88,52.76,65.15,37.67,37.80,29.76
120032,1200328,acre,JordÆo,96.20,109.89,109.89,109.89,101.14,103.04,123.19,117.49,100.00,100.74,98.14,90.33
120033,1200336,acre,Mƒncio Lima,113.23,66.15,66.15,66.15,56.92,70.15,76.31,70.77,61.40,22.54,22.02,42.75
120034,1200344,acre,Manoel Urbano,60.59,80.08,80.08,80.08,97.88,88.14,89.41,78.39,93.80,56.98,55.81,36.82
120035,1200351,acre,Marechal Thaumaturgo,83.81,40.91,40.91,40.91,46.59,58.81,63.35,52.84,50.00,27.40,26.26,54.57
120038,1200385,acre,Pl cido de Castro,16.52,93.51,93.51,93.51,124.78,94.10,104.13,94.69,113.45,76.32,76.32,84.21
120039,1200393,acre,Porto Walter,106.09,95.22,95.22,95.22,90.43,82.61,105.22,100.00,87.98,38.37,37.98,45.74
120040,1200401,acre,Rio Branco,145.01,83.57,83.82,83.82,78.08,85.79,91.23,88.78,76.89,73.54,70.95,63.78
120042,1200427,acre,Rodrigues Alves,129.28,120.39,120.39,120.39,128.62,125.66,130.26,128.29,110.00,116.41,114.36,112.56
120043,1200435,acre,Santa Rosa do Purus,193.68,191.58,191.58,191.58,201.05,163.16,218.95,197.89,197.12,169.06,172.66,156.83
120045,1200450,acre,Senador Guiomard,4.88,60.49,60.49,60.49,52.68,60.00,69.51,61.95,59.95,35.93,29.06,43.94
120050,1200500,acre,Sena Madureira,56.96,81.23,80.45,80.45,75.72,74.41,87.14,81.23,78.07,61.38,61.62,67.94
120060,1200609,acre,Tarauac ,127.74,76.07,76.07,76.07,81.54,72.91,78.29,63.82,77.79,59.65,60.27,60.35
120070,1200708,acre,Xapuri,43.47,80.55,80.55,80.55,74.77,90.27,100.30,85.71,78.30,67.92,67.30,60.06
120080,1200807,acre,Porto Acre,1.97,54.78,54.78,54.78,45.22,58.71,72.75,64.33,60.62,62.32,59.49,64.31
130002,1300029,amazonas,AlvarÆes,87.08,82.15,82.15,82.15,89.85,81.54,100.92,82.77,87.54,83.09,82.79,76.26
130006,1300060,amazonas,Amatur ,95.00,106.79,105.36,105.36,107.86,102.14,108.93,107.86,120.98,146.83,146.34,149.76
130008,1300086,amazonas,AnamÆ,72.53,74.18,74.18,74.18,55.49,79.12,92.86,78.57,60.25,72.67,72.67,78.26
130010,1300102,amazonas,Anori,94.74,74.06,74.06,74.06,73.68,68.80,91.73,83.08,69.05,97.22,96.83,72.22
130014,1300144,amazonas,Apu¡,96.68,94.79,93.84,93.84,97.63,92.42,95.26,98.58,120.00,115.50,115.00,84.00
130020,1300201,amazonas,Atalaia do Norte,101.58,81.32,81.32,81.32,85.26,68.68,84.21,69.47,68.32,79.43,78.72,72.58
130030,1300300,amazonas,Autazes,53.48,74.72,71.35,71.35,73.26,35.84,56.40,51.91,50.37,56.22,55.49,62.56
130040,1300409,amazonas,Barcelos,58.06,42.54,42.54,42.54,50.40,43.95,60.69,57.26,64.00,59.16,57.47,49.05
130050,1300508,amazonas,Barreirinha,66.05,79.88,79.88,79.88,73.33,74.57,82.22,75.68,71.46,68.24,59.93,59.55
130060,1300607,amazonas,Benjamin Constant,72.58,47.70,47.70,47.70,79.24,42.51,49.85,47.31,64.31,37.51,43.73,39.23
130063,1300631,amazonas,Beruri,78.04,56.47,56.47,56.47,56.47,62.94,70.00,68.04,77.37,62.96,62.14,63.58
130068,1300680,amazonas,Boa Vista do Ramos,103.53,98.08,98.08,98.08,109.94,104.81,116.67,117.31,97.80,99.18,99.18,90.11
130070,1300706,amazonas,Boca do Acre,84.99,56.20,56.05,56.05,56.81,56.51,67.69,65.70,62.13,63.45,63.30,60.09
130080,1300805,amazonas,Borba,107.84,112.37,112.37,112.67,113.73,109.95,113.73,114.93,111.28,98.47,96.52,100.00
130083,1300839,amazonas,Caapiranga,75.96,82.51,80.33,80.33,68.85,75.96,88.52,86.34,76.47,53.53,34.12,54.71
130090,1300904,amazonas,Canutama,100.46,92.63,92.63,92.63,88.94,91.24,92.63,92.17,99.07,114.49,114.49,85.51
130100,1301001,amazonas,Carauari,114.72,48.00,48.00,48.00,49.12,52.00,55.04,56.80,52.42,43.55,40.65,33.71
130110,1301100,amazonas,Careiro,29.73,65.28,65.07,65.07,59.25,65.90,78.38,76.30,83.17,86.10,80.73,69.51
130115,1301159,amazonas,Careiro da V rzea,23.62,107.04,107.04,107.04,126.63,97.99,99.50,94.97,91.04,91.04,90.09,91.04
130120,1301209,amazonas,Coari,90.52,68.65,68.65,68.65,68.17,71.26,82.69,80.13,74.04,65.85,65.39,70.09
130130,1301308,amazonas,Codaj s,101.49,94.06,94.06,94.06,90.59,86.14,100.50,101.98,102.10,89.02,87.38,72.43
130140,1301407,amazonas,Eirunep‚,72.43,50.95,50.95,50.95,54.51,48.03,68.49,58.70,49.38,40.75,40.38,42.50
130150,1301506,amazonas,Envira,88.35,82.93,82.11,82.11,80.22,87.80,90.79,83.20,76.37,66.17,65.17,66.92
130160,1301605,amazonas,Fonte Boa,81.33,56.89,56.89,56.89,56.54,53.75,50.61,61.08,60.64,52.74,52.28,40.58
130165,1301654,amazonas,Guajar ,17.25,63.03,59.51,59.51,61.62,70.42,71.13,63.03,66.97,44.44,42.64,52.55
130170,1301704,amazonas,Humait ,104.40,84.14,84.03,84.03,82.60,73.39,96.72,89.66,92.70,85.39,82.38,74.01
130180,1301803,amazonas,Ipixuna,81.23,58.61,58.61,58.61,56.56,52.44,70.44,63.24,62.85,60.75,50.23,40.89
130185,1301852,amazonas,Iranduba,15.63,85.67,85.67,85.67,84.81,75.75,94.61,82.00,101.64,89.02,85.51,78.15
130190,1301902,amazonas,Itacoatiara,98.57,68.59,68.54,68.54,69.92,67.80,79.14,72.78,64.93,55.51,53.76,41.02
130195,1301951,amazonas,Itamarati,65.78,55.89,55.89,55.89,10.65,44.11,67.68,58.17,57.59,43.45,43.45,65.17
130200,1302009,amazonas,Itapiranga,78.07,94.65,94.65,94.65,93.05,97.86,112.83,105.35,119.73,97.28,97.28,93.20
130210,1302108,amazonas,Japur ,78.67,95.33,95.33,95.33,108.00,89.33,102.67,93.33,120.96,93.41,76.65,91.02
130220,1302207,amazonas,Juru ,94.29,39.43,36.00,36.00,40.57,33.14,71.43,53.71,48.13,24.30,20.56,37.38
130230,1302306,amazonas,Juta¡,58.11,40.40,40.40,40.40,33.77,37.91,43.21,42.88,36.57,37.06,36.25,23.30
130240,1302405,amazonas,L brea,98.47,83.59,83.59,83.59,99.54,63.80,99.54,96.47,102.48,90.71,89.78,87.31
130250,1302504,amazonas,Manacapuru,60.56,20.50,20.50,20.50,23.90,21.56,27.69,25.24,23.60,19.33,19.19,18.55
130255,1302553,amazonas,Manaquiri,51.38,96.05,94.86,94.86,97.23,91.70,101.58,94.86,123.04,110.43,108.70,96.96
130260,1302603,amazonas,Manaus,118.69,104.36,104.23,104.12,95.50,93.54,107.64,100.36,95.91,87.46,86.78,77.51
130270,1302702,amazonas,Manicor‚,93.96,84.85,84.96,84.85,83.64,80.68,100.33,93.41,94.09,89.72,89.61,81.73
130280,1302801,amazonas,MaraÆ,67.60,38.83,38.83,38.83,40.22,31.28,55.31,49.44,55.06,51.58,50.63,35.13
130290,1302900,amazonas,Mau‚s,69.13,61.98,61.12,61.12,57.19,49.80,73.13,68.66,76.08,55.13,52.70,51.33
130300,1303007,amazonas,Nhamund ,42.31,63.02,63.02,63.02,61.54,52.66,70.12,69.82,73.20,58.21,58.21,55.91
130310,1303106,amazonas,Nova Olinda do Norte,93.02,50.94,50.94,50.94,40.72,56.22,64.05,60.99,60.51,56.92,56.07,65.64
130320,1303205,amazonas,Novo AirÆo,42.56,73.01,73.01,73.01,64.36,59.86,85.47,73.01,58.20,46.62,46.30,65.92
130330,1303304,amazonas,Novo AripuanÆ,85.23,58.03,57.25,57.25,114.25,67.88,71.76,57.77,59.10,53.37,53.37,44.39
130340,1303403,amazonas,Parintins,80.02,67.39,67.39,67.39,61.80,69.31,76.55,73.50,61.07,50.18,49.46,49.67
130350,1303502,amazonas,Pauini,73.56,35.34,29.31,29.31,52.01,48.85,43.10,38.79,48.09,33.88,53.55,22.68
130353,1303536,amazonas,Presidente Figueiredo,53.10,91.06,90.88,90.88,89.05,85.04,93.80,92.52,94.57,87.68,85.69,82.61
130356,1303569,amazonas,Rio Preto da Eva,23.37,74.70,74.94,74.94,73.25,77.35,90.12,90.12,111.89,90.96,81.91,82.95
130360,1303601,amazonas,Santa Isabel do Rio Negro,78.69,78.03,78.03,78.03,72.46,70.49,93.77,86.89,79.53,79.53,79.53,72.15
130370,1303700,amazonas,Santo Ant“nio do I‡ ,98.85,74.17,74.17,74.17,77.63,60.89,90.04,85.14,88.21,76.85,72.87,69.46
130380,1303809,amazonas,SÆo Gabriel da Cachoeira,97.85,63.03,61.83,61.83,64.38,51.71,74.26,71.31,86.22,56.52,56.89,71.42
130390,1303908,amazonas,SÆo Paulo de Oliven‡a,109.64,106.77,106.77,106.77,145.58,87.14,109.76,102.87,138.90,146.58,131.92,111.51
130395,1303957,amazonas,SÆo SebastiÆo do UatumÆ,46.07,62.36,58.99,58.99,49.44,56.74,59.55,64.04,56.67,39.44,36.67,45.56
130400,1304005,amazonas,Silves,74.04,97.12,96.15,96.15,90.87,93.75,96.63,90.38,103.00,100.00,100.00,77.00
130406,1304062,amazonas,Tabatinga,114.66,81.69,83.51,83.51,101.20,77.64,87.34,84.94,95.64,90.78,90.09,76.39
130410,1304104,amazonas,Tapau ,24.68,53.21,53.21,53.21,56.56,53.21,74.04,68.38,48.25,45.45,44.76,39.16
130420,1304203,amazonas,Tef‚,104.53,50.09,50.09,50.09,44.31,41.57,58.43,56.52,58.90,50.78,50.67,54.84
130423,1304237,amazonas,Tonantins,109.64,102.20,98.90,98.90,94.77,92.01,109.37,103.58,97.14,88.83,91.95,73.25
130426,1304260,amazonas,Uarini,58.33,74.24,74.24,74.24,87.50,43.94,90.53,71.21,87.97,75.95,56.70,72.51
130430,1304302,amazonas,Urucar ,101.51,98.87,98.87,98.87,98.11,96.60,107.92,99.25,103.76,112.03,110.90,89.10
130440,1304401,amazonas,Urucurituba,57.19,78.26,78.26,78.26,78.60,85.95,92.31,86.62,100.00,85.97,85.25,68.35
140002,1400027,Roraima,Amajari,44.41,98.79,98.79,98.79,115.71,81.27,103.02,104.83,93.62,113.98,114.59,103.04
140005,1400050,Roraima,Alto Alegre,60.97,71.13,71.13,71.13,71.94,55.97,83.39,75.65,101.52,93.90,95.05,105.33
140010,1400100,Roraima,Boa Vista,145.24,91.91,91.88,91.85,89.67,84.43,95.55,104.05,93.90,81.45,80.92,68.05
140015,1400159,Roraima,Bonfim,21.37,89.32,89.32,89.32,128.49,107.67,95.62,80.27,84.73,70.61,83.57,92.22
140017,1400175,Roraima,Cant ,4.13,57.14,57.14,57.14,81.27,57.46,68.25,61.27,64.47,55.66,55.66,53.77
140020,1400209,Roraima,Caracara¡,14.44,90.03,89.24,89.24,152.23,83.73,88.98,81.63,74.56,78.34,78.34,63.73
140023,1400233,Roraima,Caroebe,36.55,106.90,106.90,106.90,101.38,115.17,141.38,104.83,120.00,122.96,122.96,84.44
140028,1400282,Roraima,Iracema,17.39,105.80,105.80,105.80,126.09,89.13,110.14,112.32,88.62,74.25,73.65,74.25
140030,1400308,Roraima,Mucaja¡,3.90,87.34,87.34,87.34,164.94,90.91,94.81,83.77,45.48,94.28,93.98,69.28
140040,1400407,Roraima,Normandia,41.82,83.64,83.64,83.64,159.35,58.64,132.48,70.56,82.65,70.78,76.71,88.13
140045,1400456,Roraima,Pacaraima,84.03,115.97,115.97,115.97,134.17,135.57,142.02,123.25,122.54,98.03,102.54,46.76
140047,1400472,Roraima,Rorain¢polis,98.71,77.31,77.31,77.31,118.27,107.93,112.18,75.65,56.27,89.35,89.35,69.58
140050,1400506,Roraima,SÆo JoÆo da Baliza,42.31,51.92,51.92,51.92,200.00,91.35,98.08,73.08,90.18,21.43,21.43,38.39
140060,1400605,Roraima,SÆo Luiz,45.78,107.23,107.23,107.23,200.00,92.77,108.43,85.54,90.00,85.56,85.56,54.44
140070,1400704,Roraima,UiramutÆ,55.99,83.69,83.69,83.69,146.56,63.85,86.44,70.14,99.80,84.58,123.91,91.70
150010,1500107,Para,Abaetetuba,55.92,79.30,79.30,79.30,75.59,84.68,89.57,83.57,74.40,74.36,73.64,62.46
150013,1500131,Para,Abel Figueiredo,102.56,89.74,89.74,89.74,93.16,103.42,92.31,92.31,78.57,61.43,60.00,49.29
150020,1500206,Para,Acar ,56.02,60.84,60.84,60.84,53.01,55.62,72.39,70.68,63.97,55.02,52.32,51.13
150030,1500305,Para,Afu ,36.33,25.25,25.25,25.25,25.47,33.15,34.58,30.63,36.02,25.85,25.15,38.25
150034,1500347,Para,µgua Azul do Norte,115.95,95.09,95.09,95.09,82.21,90.80,101.23,101.23,65.15,55.05,52.53,72.73
150040,1500404,Para,Alenquer,113.09,82.06,82.06,82.06,85.06,90.49,100.58,91.46,77.56,74.60,74.15,62.93
150050,1500503,Para,Almeirim,114.07,89.04,89.04,89.04,91.20,96.48,98.11,98.78,92.06,78.62,78.49,67.48
150060,1500602,Para,Altamira,103.20,67.71,67.78,67.78,62.72,73.75,81.97,78.74,66.83,59.55,57.44,54.18
150070,1500701,Para,Anaj s,70.70,59.71,59.71,59.71,65.08,70.45,75.21,69.84,73.54,58.75,57.26,49.39
150080,1500800,Para,Ananindeua,30.63,37.77,37.77,37.77,22.46,42.70,45.13,43.45,34.04,29.80,28.75,24.59
150085,1500859,Para,Anapu,96.35,100.35,100.35,100.35,99.30,99.83,122.26,110.78,103.89,95.43,69.37,80.37
150090,1500909,Para,Augusto Corrˆa,63.31,53.88,53.88,53.88,57.34,61.22,68.34,70.75,59.96,45.87,42.37,57.94
150095,1500958,Para,Aurora do Par ,66.33,64.81,64.81,64.81,58.99,66.08,65.06,66.08,59.22,54.38,53.69,52.53
150100,1501006,Para,Aveiro,85.85,85.37,84.88,84.88,82.93,82.93,82.93,82.93,94.36,76.92,74.87,77.44
150110,1501105,Para,Bagre,69.93,51.25,50.71,50.71,51.78,57.83,74.56,63.35,62.96,56.02,50.91,43.61
150120,1501204,Para,BaiÆo,88.71,72.49,72.49,72.49,74.96,75.84,86.60,80.60,82.83,72.57,72.39,56.11
150125,1501253,Para,Bannach,167.57,167.57,167.57,167.57,167.57,167.57,159.46,167.57,162.79,155.81,144.19,181.40
150130,1501303,Para,Barcarena,91.81,81.84,81.84,81.84,77.70,83.75,84.78,86.17,82.78,84.28,83.75,75.98
150140,1501402,Para,Bel‚m,100.81,79.89,80.06,79.87,72.79,80.46,86.94,85.18,79.18,73.99,68.44,55.02
150145,1501451,Para,Belterra,126.97,129.05,129.05,129.05,106.64,113.69,119.09,114.94,105.97,105.60,97.01,98.13
150150,1501501,Para,Benevides,34.32,81.26,81.26,81.26,78.42,67.37,89.37,87.58,74.19,66.63,64.31,54.64
150157,1501576,Para,Bom Jesus do Tocantins,52.82,58.06,58.06,58.06,48.79,48.79,64.92,56.05,60.00,62.40,60.40,43.20
150160,1501600,Para,Bonito,92.31,107.14,107.14,107.14,93.96,102.75,109.89,110.99,101.90,91.94,77.73,93.84
150170,1501709,Para,Bragan‡a,127.70,57.24,57.20,57.20,60.87,68.72,76.11,72.44,64.18,53.89,52.13,52.50
150172,1501725,Para,Brasil Novo,61.03,94.12,94.12,94.12,77.94,92.65,112.13,101.84,96.43,108.33,106.35,73.41
150175,1501758,Para,Brejo Grande do Araguaia,77.22,105.06,105.06,105.06,100.00,113.92,117.72,117.72,88.24,77.45,74.51,73.53
150178,1501782,Para,Breu Branco,74.28,55.87,55.87,55.87,46.74,66.58,59.40,59.66,54.16,58.44,57.58,44.50
150180,1501808,Para,Breves,84.34,31.40,31.29,31.29,29.36,38.10,46.04,43.49,40.38,28.82,27.09,25.04
150190,1501907,Para,Bujaru,55.95,78.97,78.97,78.97,76.59,79.96,84.72,87.10,91.08,78.34,77.49,68.58
150195,1501956,Para,Cachoeira do Piri ,59.59,46.80,38.95,38.95,37.50,41.86,54.65,47.09,50.00,66.11,51.68,51.34
150200,1502004,Para,Cachoeira do Arari,83.48,80.53,80.53,80.53,76.70,84.96,84.96,87.61,83.28,63.02,62.06,62.38
150210,1502103,Para,Camet ,107.94,62.59,62.59,62.59,60.43,65.71,70.66,69.53,70.31,59.60,54.66,49.18
150215,1502152,Para,CanaÆ dos Caraj s,113.12,87.17,87.17,87.17,86.38,89.42,90.14,80.22,93.58,67.76,57.98,70.36
150220,1502202,Para,Capanema,70.76,75.24,75.24,75.24,69.14,76.57,80.29,80.00,65.75,59.25,54.00,55.34
150230,1502301,Para,CapitÆo Po‡o,104.46,113.14,113.14,113.14,110.53,100.99,115.86,116.98,77.71,69.34,65.68,62.62
150240,1502400,Para,Castanhal,169.13,76.00,75.97,75.97,72.67,80.82,85.97,83.73,75.81,74.33,71.69,65.08
150250,1502509,Para,Chaves,41.35,43.51,43.51,43.51,81.62,43.24,57.30,54.32,52.42,49.86,48.43,45.58
150260,1502608,Para,Colares,54.77,77.39,77.39,77.39,69.85,90.45,82.91,85.93,94.44,92.22,91.11,73.89
150270,1502707,Para,Concei‡Æo do Araguaia,95.25,74.93,74.93,74.93,67.81,75.59,85.22,76.78,70.67,65.37,64.99,63.44
150275,1502756,Para,Conc¢rdia do Par ,96.00,91.80,91.80,91.80,87.80,89.60,96.60,94.80,89.87,67.88,65.97,72.28
150276,1502764,Para,Cumaru do Norte,66.46,95.57,95.57,95.57,87.34,70.25,114.56,89.87,86.57,111.94,112.69,105.22
150277,1502772,Para,Curion¢polis,99.39,78.96,78.96,78.96,80.49,90.55,96.34,84.45,74.43,68.35,67.09,55.95
150280,1502806,Para,Curralinho,26.65,12.75,12.75,12.75,10.60,10.60,15.90,13.61,10.63,13.77,13.47,17.07
150285,1502855,Para,Curu ,116.83,132.69,132.69,132.69,126.92,134.62,144.23,138.94,142.44,121.46,120.98,110.73
150290,1502905,Para,Curu‡ ,14.99,30.74,30.74,30.74,28.27,35.29,43.45,41.37,34.62,33.85,32.31,31.35
150293,1502939,Para,Dom Eliseu,96.24,95.52,95.38,95.38,83.53,97.40,102.02,96.68,94.00,89.20,84.00,63.60
150295,1502954,Para,Eldorado do Caraj s,96.33,59.17,59.17,59.17,51.34,69.44,71.88,58.19,44.11,42.71,36.13,31.74
150300,1503002,Para,Faro,136.36,86.78,86.78,86.78,89.26,96.69,109.09,104.13,78.33,73.33,73.33,60.83
150304,1503044,Para,Floresta do Araguaia,61.16,60.24,59.94,59.94,57.19,65.14,73.39,59.94,55.66,47.40,46.18,42.81
150307,1503077,Para,GarrafÆo do Norte,82.00,86.37,86.37,86.37,75.43,85.40,84.43,83.21,74.88,84.12,81.99,71.09
150309,1503093,Para,Goian‚sia do Par ,75.38,68.68,68.68,68.68,69.55,54.64,77.75,77.75,42.83,66.47,61.43,64.73
150310,1503101,Para,Gurup ,85.05,77.58,77.58,77.58,80.98,77.85,97.28,85.33,88.86,82.11,81.09,71.55
150320,1503200,Para,Igarap‚0A‡u,29.45,93.64,93.64,93.64,90.73,89.82,99.27,96.00,95.04,91.33,89.20,75.93
