COD,CODMUN7,Estado,Municipio,BCG,Hepatite_B,Hib,DPT,poliomielite,Rotavírus,Pneumonia,Meningococo ,Triplice_viral,Tetraviral,Varicela,Hepatite_A
313920,3139201,MG,Malacacheta,177.05,101.64,101.64,101.64,102.05,100.41,102.46,99.59,103.66,115.45,115.04,84.55
313925,3139250,MG,Mamonas,29.03,88.71,88.71,88.71,82.26,101.61,100.00,90.32,104.84,130.65,125.81,132.26
313930,3139300,MG,Manga,129.14,100.33,100.99,100.99,92.38,102.65,107.95,105.30,96.37,73.60,80.53,59.74
313940,3139409,MG,Manhua‡u,196.19,99.22,99.22,99.22,96.89,103.11,104.67,103.35,103.41,95.69,96.06,78.35
313950,3139508,MG,Manhumirim,26.80,74.91,74.91,74.91,74.23,79.38,82.13,85.57,95.36,52.86,65.71,72.50
313960,3139607,MG,Mantena,93.77,96.26,96.26,96.26,96.88,97.20,107.48,99.69,99.14,107.47,107.76,85.63
313970,3139706,MG,Maravilhas,94.12,108.24,108.24,108.24,111.76,103.53,111.76,107.06,123.53,125.00,116.18,110.29
313980,3139805,MG,Mar de Espanha,66.42,107.30,107.30,107.30,100.00,105.84,108.76,108.03,131.85,102.96,110.37,85.93
313990,3139904,MG,Maria da F‚,78.31,119.88,119.88,119.88,115.66,120.48,123.49,115.66,118.03,122.40,132.79,89.62
314000,3140001,MG,Mariana,108.06,111.35,111.35,111.35,109.76,108.51,110.10,109.19,104.15,98.75,96.05,77.67
314010,3140100,MG,Marilac,44.00,124.00,124.00,124.00,112.00,102.00,104.00,104.00,108.00,78.00,84.00,140.00
314015,3140159,MG,M rio Campos,36.32,117.45,117.45,117.45,102.36,98.11,101.89,107.55,101.26,50.84,105.88,94.12
314020,3140209,MG,Marip  de Minas,35.29,108.82,108.82,108.82,105.88,97.06,97.06,132.35,114.29,100.00,100.00,91.43
314030,3140308,MG,Marli‚ria,134.21,171.05,171.05,171.05,168.42,142.11,152.63,155.26,112.28,117.54,114.04,89.47
314040,3140407,MG,Marmel¢polis,88.89,108.33,108.33,108.33,108.33,105.56,113.89,116.67,105.88,94.12,97.06,76.47
314050,3140506,MG,Martinho Campos,53.59,101.96,101.96,101.96,94.12,111.11,115.69,109.80,156.80,104.80,129.60,105.60
314053,3140530,MG,Martins Soares,9.52,92.38,92.38,92.38,32.38,92.38,94.29,104.76,81.55,92.23,94.17,79.61
314055,3140555,MG,Mata Verde,134.15,117.07,117.07,117.07,115.85,119.51,131.71,123.17,128.92,104.82,114.46,104.82
314060,3140605,MG,Materlƒndia,104.26,97.87,97.87,97.87,93.62,87.23,89.36,100.00,113.95,83.72,74.42,76.74
314070,3140704,MG,Mateus Leme,69.43,120.00,120.23,120.00,113.33,108.74,113.33,112.64,112.00,96.21,101.05,85.68
314080,3140803,MG,Matias Barbosa,50.83,127.50,127.50,127.50,122.50,117.50,124.17,129.17,136.31,60.12,92.86,96.43
314085,3140852,MG,Matias Cardoso,24.60,122.22,122.22,122.22,119.05,117.46,118.25,122.22,122.22,111.11,101.59,98.41
314090,3140902,MG,Matip¢,15.83,45.32,45.32,45.32,40.65,48.20,54.32,48.20,50.70,37.06,42.66,39.86
314100,3141009,MG,Mato Verde,19.01,89.44,89.44,89.44,82.39,81.69,94.37,91.55,92.48,42.86,76.69,90.23
314110,3141108,MG,Matozinhos,102.48,109.09,109.09,109.09,101.45,112.60,116.94,116.53,94.83,92.07,89.67,81.00
314120,3141207,MG,Matutina,23.33,76.67,76.67,76.67,50.00,50.00,50.00,63.33,82.35,76.47,67.65,58.82
314130,3141306,MG,Medeiros,68.29,121.95,121.95,121.95,114.63,109.76,114.63,107.32,104.17,106.25,104.17,89.58
314140,3141405,MG,Medina,108.91,102.83,102.83,102.83,99.60,99.19,101.62,98.79,96.53,96.91,91.89,73.36
314150,3141504,MG,Mendes Pimentel,92.86,92.86,92.86,92.86,91.07,94.64,100.00,73.21,85.25,100.00,98.36,88.52
314160,3141603,MG,Mercˆs,112.82,133.33,133.33,133.33,134.62,142.31,150.00,160.26,124.10,110.84,112.05,127.71
314170,3141702,MG,Mesquita,98.48,87.88,87.88,87.88,87.88,112.12,115.15,101.52,117.74,125.81,129.03,108.06
314180,3141801,MG,Minas Novas,90.32,85.81,85.81,85.81,72.90,83.87,88.06,82.26,78.01,76.54,65.69,59.24
314190,3141900,MG,Minduri,93.55,96.77,96.77,96.77,74.19,103.23,106.45,106.45,104.65,79.07,65.12,72.09
314200,3142007,MG,Mirabela,39.49,70.70,70.70,70.70,70.06,98.09,100.00,82.80,98.28,84.48,97.13,85.63
314210,3142106,MG,Miradouro,1.54,163.08,163.08,163.08,160.00,141.54,147.69,153.85,133.33,115.38,115.38,93.59
314220,3142205,MG,Mira¡,107.32,83.74,83.74,83.74,86.18,86.18,93.50,86.18,103.10,106.20,109.30,88.37
314225,3142254,MG,Miravƒnia,03.08,109.23,109.23,109.23,130.77,101.54,103.08,95.38,272.34,10.64,129.79,117.02
314230,3142304,MG,Moeda,70.73,119.51,121.95,119.51,119.51,109.76,112.20,114.63,144.44,157.41,157.41,135.19
314240,3142403,MG,Moema,106.02,109.64,109.64,109.64,110.84,119.28,121.69,114.46,136.00,136.00,134.67,114.67
314250,3142502,MG,Monjolos,96.30,88.89,88.89,88.89,88.89,85.19,100.00,96.30,96.15,92.31,111.54,161.54
314260,3142601,MG,Monsenhor Paulo,118.07,124.10,124.10,124.10,118.07,127.71,127.71,128.92,115.38,83.52,84.62,105.49
314270,3142700,MG,Montalvƒnia,63.59,120.87,120.87,120.87,109.71,102.91,105.34,111.17,134.38,102.60,102.08,100.00
314280,3142809,MG,Monte Alegre de Minas,83.40,61.13,61.13,61.13,55.09,68.30,69.81,69.43,91.13,23.15,83.25,93.10
314290,3142908,MG,Monte Azul,127.88,109.73,109.73,109.73,95.58,104.42,110.62,107.96,102.62,63.61,69.51,72.13
314300,3143005,MG,Monte Belo,99.30,94.41,95.10,94.41,92.31,92.31,93.71,92.31,109.86,106.34,106.34,92.25
314310,3143104,MG,Monte Carmelo,130.46,93.29,93.29,93.29,92.94,93.98,95.70,97.76,101.07,99.64,102.66,89.52
314315,3143153,MG,Monte Formoso,127.69,127.69,127.69,127.69,123.08,115.38,120.00,120.00,108.96,80.60,80.60,67.16
314320,3143203,MG,Monte Santo de Minas,101.47,93.14,93.14,93.14,92.65,98.53,108.82,98.53,114.68,121.10,121.10,107.34
314330,3143302,MG,Montes Claros,37.10,84.91,84.92,84.91,69.13,85.43,88.96,87.95,86.64,80.28,78.60,68.74
314340,3143401,MG,Monte SiÆo,47.93,93.80,91.32,91.32,93.39,85.95,85.12,88.02,113.96,122.07,120.27,47.75
314345,3143450,MG,Montezuma,98.46,147.69,144.62,144.62,55.38,136.92,133.85,129.23,204.82,7.23,106.02,87.95
314350,3143500,MG,Morada Nova de Minas,104.94,143.21,143.21,143.21,140.74,123.46,128.40,130.86,117.59,101.85,99.07,122.22
314360,3143609,MG,Morro da Gar‡a,82.86,108.57,108.57,108.57,111.43,108.57,108.57,102.86,117.65,117.65,120.59,70.59
314370,3143708,MG,Morro do Pilar,134.62,192.31,196.15,196.15,300.00,161.54,173.08,165.38,180.00,102.50,137.50,87.50
314380,3143807,MG,Munhoz,120.31,151.56,151.56,151.56,153.13,143.75,146.88,168.75,134.38,156.25,157.81,89.06
314390,3143906,MG,Muria‚,110.37,87.32,87.32,87.32,88.96,86.50,86.73,87.92,87.90,82.68,87.32,67.32
314400,3144003,MG,Mutum,93.51,57.52,57.52,57.52,57.82,72.57,74.93,65.49,73.96,57.89,57.62,49.03
314410,3144102,MG,Muzambinho,100.00,104.49,104.87,104.49,103.00,101.87,111.61,101.87,113.16,123.68,121.49,99.56
314420,3144201,MG,Nacip Raydan,64.00,96.00,96.00,96.00,92.00,88.00,96.00,116.00,111.11,88.89,107.41,77.78
314430,3144300,MG,Nanuque,73.29,79.70,79.06,79.06,70.73,80.13,82.69,80.77,77.50,51.04,64.08,56.90
314435,3144359,MG,Naque,109.80,142.16,142.16,142.16,119.61,116.67,122.55,120.59,113.51,106.31,106.31,87.39
314437,3144375,MG,Natalƒndia,110.64,102.13,102.13,102.13,95.74,119.15,119.15,117.02,130.77,133.33,143.59,97.44
314440,3144409,MG,Nat‚rcia,110.26,102.56,102.56,102.56,102.56,107.69,115.38,102.56,161.29,141.94,138.71,119.35
314450,3144508,MG,Nazareno,114.86,112.16,112.16,112.16,106.76,124.32,120.27,116.22,95.06,80.25,82.72,77.78
314460,3144607,MG,Nepomuceno,78.88,123.11,123.11,123.11,122.71,120.72,124.30,121.91,118.71,129.93,128.57,119.39
314465,3144656,MG,Ninheira,96.43,134.52,134.52,134.52,109.52,115.48,119.05,132.14,108.11,66.67,79.28,87.39
314467,3144672,MG,Nova Bel‚m,119.51,143.90,143.90,143.90,136.59,112.20,117.07,129.27,96.08,100.00,94.12,90.20
314470,3144706,MG,Nova Era,101.24,108.26,108.26,108.26,108.26,104.13,108.26,107.02,111.64,135.78,130.60,117.24
314480,3144805,MG,Nova Lima,85.59,92.90,92.90,92.90,80.52,84.29,86.68,88.41,85.71,80.64,82.11,70.29
314490,3144904,MG,Nova M¢dica,100.00,82.61,82.61,82.61,80.43,80.43,78.26,80.43,123.91,86.96,97.83,71.74
314500,3145000,MG,Nova Ponte,71.93,108.77,108.77,108.77,102.92,108.19,119.30,118.13,108.33,54.69,89.06,76.56
314505,3145059,MG,Nova Porteirinha,10.00,41.00,41.00,41.00,23.00,33.00,41.00,43.00,59.72,47.22,45.83,23.61
314510,3145109,MG,Nova Resende,95.65,104.35,104.35,104.35,102.90,111.11,109.18,112.08,99.12,98.24,87.22,78.85
314520,3145208,MG,Nova Serrana,77.32,96.61,96.54,96.54,97.23,92.39,95.64,97.86,107.88,92.05,91.56,86.10
314530,3145307,MG,Novo Cruzeiro,72.73,100.55,100.55,100.55,100.55,103.31,106.89,102.48,112.78,107.95,107.10,87.78
314535,3145356,MG,Novo Oriente de Minas,44.88,117.32,117.32,117.32,120.47,106.30,111.81,113.39,117.05,99.22,95.35,100.00
314537,3145372,MG,Novorizonte,02.08,10.42,10.42,10.42,8.33,18.75,18.75,12.50,20.97,14.52,08.06,6.45
314540,3145406,MG,Olaria,41.18,88.24,88.24,88.24,88.24,82.35,94.12,94.12,141.67,141.67,141.67,100.00
314545,3145455,MG,Olhos0d'µgua,1.43,142.86,142.86,142.86,144.29,138.57,140.00,141.43,113.92,116.46,117.72,86.08
314550,3145505,MG,Ol¡mpio Noronha,131.25,103.13,103.13,103.13,75.00,112.50,115.63,118.75,200.00,120.00,148.00,144.00
314560,3145604,MG,Oliveira,42.59,77.65,77.18,77.18,69.41,77.88,80.94,79.06,87.82,77.28,83.14,69.56
314570,3145703,MG,Oliveira Fortes,100.00,100.00,100.00,100.00,90.91,104.55,122.73,122.73,190.91,118.18,109.09,145.45
314580,3145802,MG,On‡a de Pitangui,41.18,82.35,82.35,82.35,79.41,91.18,97.06,88.24,80.00,16.67,70.00,63.33
314585,3145851,MG,Orat¢rios,100.00,151.06,151.06,151.06,140.43,148.94,151.06,146.81,102.56,120.51,116.67,87.18
314587,3145877,MG,Orizƒnia,89.55,95.52,95.52,95.52,95.52,101.49,102.24,97.76,118.42,109.65,114.04,78.95
314590,3145901,MG,Ouro Branco,104.97,116.16,116.16,116.16,112.61,110.30,117.23,116.70,127.20,124.77,114.26,99.81
314600,3146008,MG,Ouro Fino,103.33,96.36,96.36,96.36,95.76,96.06,101.21,99.39,96.35,101.00,101.33,73.42
314610,3146107,MG,Ouro Preto,149.88,94.82,94.82,94.82,93.78,99.31,101.27,100.12,100.77,86.17,87.28,70.46
314620,3146206,MG,Ouro Verde de Minas,54.46,110.89,110.89,110.89,102.97,101.98,107.92,111.88,93.58,90.83,89.91,81.65
314625,3146255,MG,Padre Carvalho,83.78,127.03,127.03,127.03,117.57,125.68,133.78,131.08,100.00,70.89,83.54,74.68
314630,3146305,MG,Padre Para¡so,117.58,118.32,118.32,118.32,117.22,121.61,125.64,124.54,115.32,130.65,132.66,97.98
314640,3146404,MG,Paineiras,120.00,78.00,78.00,78.00,78.00,98.00,98.00,86.00,122.86,100.00,102.86,97.14
314650,3146503,MG,Pains,113.48,97.75,98.88,97.75,97.75,101.12,107.87,106.74,111.69,110.39,107.79,84.42
314655,3146552,MG,Pai Pedro,18.18,121.82,121.82,121.82,120.00,132.73,145.45,121.82,130.88,132.35,139.71,108.82
314660,3146602,MG,Paiva,90.91,72.73,72.73,72.73,72.73,77.27,77.27,81.82,100.00,166.67,166.67,108.33
314670,3146701,MG,Palma,44.64,91.07,91.07,91.07,85.71,82.14,80.36,82.14,71.93,103.51,119.30,68.42
314675,3146750,MG,Palm¢polis,114.75,122.95,122.95,122.95,116.39,100.00,113.11,114.75,136.23,104.35,113.04,92.75
314690,3146909,MG,Papagaios,102.40,106.59,106.59,106.59,107.19,101.20,108.98,101.80,116.32,121.05,118.42,120.53
314700,3147006,MG,Paracatu,52.99,96.40,96.40,96.40,93.63,97.39,99.69,100.00,103.16,102.79,101.91,81.63
314710,3147105,MG,Par  de Minas,69.68,42.75,42.75,42.75,42.75,22.90,46.33,42.75,48.19,37.07,46.00,44.14
314720,3147204,MG,Paragua‡u,90.24,105.28,105.28,105.28,95.12,99.59,112.20,108.13,110.70,114.81,109.88,40.74
314730,3147303,MG,Parais¢polis,14.87,21.54,21.54,21.54,27.69,15.38,15.90,18.46,39.27,13.61,20.42,12.57
314740,3147402,MG,Paraopeba,117.15,113.87,113.87,113.87,105.84,111.68,117.52,113.87,106.79,104.94,114.51,100.93
314750,3147501,MG,Passab‚m,,184.62,184.62,184.62,215.38,169.23,184.62,215.38,193.33,93.33,140.00,206.67
314760,3147600,MG,Passa Quatro,105.35,103.21,102.67,102.67,99.47,114.44,117.65,114.44,107.29,88.02,86.46,73.96
314770,3147709,MG,Passa Tempo,67.31,103.85,103.85,103.85,105.77,125.00,126.92,107.69,113.11,134.43,131.15,91.80
314780,3147808,MG,Passa0Vinte,84.62,153.85,153.85,153.85,146.15,146.15,138.46,130.77,142.11,94.74,100.00,94.74
314790,3147907,MG,Passos,104.73,103.88,103.95,103.88,99.86,100.92,105.22,103.95,100.07,99.43,97.00,74.89
314795,3147956,MG,Patis,,95.31,95.31,95.31,92.19,112.50,114.06,110.94,142.11,70.18,108.77,89.47
314800,3148004,MG,Patos de Minas,56.93,56.15,56.15,56.15,51.38,56.82,59.07,58.11,50.69,41.34,43.25,38.89
314810,3148103,MG,Patroc¡nio,121.93,104.40,104.40,104.40,102.82,103.07,106.40,105.65,100.73,103.31,103.80,94.99
314820,3148202,MG,Patroc¡nio do Muria‚,148.98,148.98,148.98,148.98,146.94,153.06,157.14,157.14,150.00,168.75,170.83,129.17
314830,3148301,MG,Paula Cƒndido,108.99,71.91,71.91,71.91,49.44,77.53,91.01,76.40,83.91,90.80,105.75,77.01
314840,3148400,MG,Paulistas,125.58,137.21,137.21,137.21,132.56,134.88,132.56,120.93,114.55,105.45,103.64,90.91
314850,3148509,MG,PavÆo,23.53,129.41,129.41,129.41,129.41,122.35,125.88,128.24,143.75,143.75,151.25,111.25
314860,3148608,MG,Pe‡anha,99.52,96.15,96.15,96.15,72.60,94.23,98.08,104.33,98.58,87.20,81.99,72.99
314870,3148707,MG,Pedra Azul,105.84,103.57,103.57,103.57,103.25,103.90,105.84,99.68,98.87,93.22,98.02,74.29
314875,3148756,MG,Pedra Bonita,63.22,68.97,68.97,68.97,70.11,81.61,82.76,60.92,84.09,144.32,131.82,129.55
314880,3148806,MG,Pedra do Anta,80.00,88.57,82.86,82.86,85.71,100.00,105.71,91.43,117.86,135.71,128.57,71.43
314890,3148905,MG,Pedra do Indai ,100.00,94.12,94.12,94.12,85.29,102.94,102.94,82.35,118.42,105.26,115.79,89.47
314900,3149002,MG,Pedra Dourada,58.82,91.18,91.18,91.18,91.18,79.41,82.35,85.29,92.31,2.56,82.05,92.31
314910,3149101,MG,Pedralva,65.38,96.15,96.15,96.15,74.62,106.15,105.38,104.62,107.44,124.79,122.31,85.12
314915,3149150,MG,Pedras de Maria da Cruz,3.39,121.19,121.19,121.19,117.80,116.10,114.41,121.19,131.30,143.48,146.96,110.43
314920,3149200,MG,Pedrin¢polis,67.44,100.00,100.00,100.00,81.40,100.00,97.67,104.65,140.74,,29.63,107.41
314930,3149309,MG,Pedro Leopoldo,89.45,100.84,100.84,100.84,91.85,103.84,103.36,98.08,106.39,75.50,86.63,88.88
314940,3149408,MG,Pedro Teixeira,76.92,230.77,230.77,230.77,230.77,207.69,215.38,207.69,147.06,135.29,141.18,111.76
314950,3149507,MG,Pequeri,19.57,36.96,36.96,36.96,36.96,60.87,58.70,39.13,36.73,36.73,18.37,28.57
314960,3149606,MG,Pequi,130.95,128.57,128.57,128.57,128.57,138.10,150.00,138.10,122.22,135.19,118.52,109.26
314970,3149705,MG,PerdigÆo,102.55,96.18,96.18,96.18,91.08,101.91,103.82,95.54,97.24,68.28,71.03,63.45
314980,3149804,MG,Perdizes,66.84,101.53,101.53,101.53,103.06,108.67,109.69,103.57,117.05,118.75,36.36,98.86
314990,3149903,MG,Perdäes,81.48,120.11,120.11,120.11,105.82,128.04,127.51,124.87,133.64,126.27,123.04,151.61
314995,3149952,MG,Periquito,76.53,121.43,121.43,121.43,124.49,127.55,129.59,131.63,116.00,98.00,105.00,104.00
315000,3150000,MG,Pescador,63.46,115.38,115.38,115.38,117.31,125.00,130.77,111.54,123.40,108.51,108.51,82.98
315010,3150109,MG,Piau,29.03,45.16,45.16,45.16,35.48,64.52,70.97,61.29,76.92,134.62,69.23,69.23
315015,3150158,MG,Piedade de Caratinga,91.16,72.11,72.11,72.11,60.54,82.99,81.63,80.95,115.63,76.56,71.88,81.25
315020,3150208,MG,Piedade de Ponte Nova,109.26,61.11,61.11,61.11,55.56,90.74,94.44,64.81,22.45,02.04,26.53,34.69
315030,3150307,MG,Piedade do Rio Grande,28.57,104.76,104.76,104.76,102.38,102.38,104.76,111.90,117.14,134.29,131.43,100.00
315040,3150406,MG,Piedade dos Gerais,61.54,121.15,121.15,121.15,115.38,134.62,138.46,126.92,111.32,107.55,111.32,100.00
315050,3150505,MG,Pimenta,105.80,101.45,101.45,101.45,91.30,108.70,108.70,117.39,101.45,110.14,108.70,79.71
315053,3150539,MG,Pingo0d'µgua,119.64,150.00,150.00,150.00,128.57,139.29,146.43,160.71,135.00,103.33,106.67,96.67
315057,3150570,MG,Pint¢polis,,124.71,124.71,124.71,124.71,120.00,123.53,120.00,111.70,110.64,109.57,101.06
315060,3150604,MG,Piracema,146.15,166.15,166.15,166.15,161.54,158.46,169.23,155.38,193.88,106.12,116.33,142.86
315070,3150703,MG,Pirajuba,57.89,75.79,75.79,75.79,68.42,85.26,85.26,77.89,105.13,111.54,107.69,83.33
315080,3150802,MG,Piranga,97.32,106.71,106.71,106.71,98.66,115.44,118.79,108.72,108.11,69.59,83.11,91.22
315090,3150901,MG,Pirangu‡u,95.12,114.63,114.63,114.63,82.93,126.83,134.15,119.51,95.24,74.60,50.79,80.95
315100,3151008,MG,Piranguinho,93.13,83.97,83.97,83.97,52.67,89.31,92.37,88.55,102.86,106.67,99.05,77.14
315110,3151107,MG,Pirapetinga,137.32,114.79,114.79,114.79,101.41,110.56,111.97,107.75,105.59,30.07,27.97,54.55
315120,3151206,MG,Pirapora,183.88,104.19,104.33,104.19,196.99,99.61,104.33,99.87,122.06,63.86,95.84,85.80
315130,3151305,MG,Pira£ba,141.67,110.00,110.00,109.17,102.50,114.17,119.17,110.00,109.60,98.40,118.40,120.00
315140,3151404,MG,Pitangui,17.88,60.91,60.91,60.91,61.21,66.36,67.58,63.64,69.08,48.47,58.77,49.03
315150,3151503,MG,Piumhi,121.41,107.83,108.62,107.83,110.70,111.23,113.32,109.66,111.36,126.01,121.21,100.00
315160,3151602,MG,Planura,142.06,153.17,153.17,153.17,148.41,149.21,161.11,157.94,160.53,98.68,91.45,82.89
315170,3151701,MG,Po‡o Fundo,84.27,94.38,94.38,94.38,93.82,102.81,102.25,96.63,120.53,130.46,127.15,129.80
315180,3151800,MG,Po‡os de Caldas,111.64,93.43,93.49,93.43,88.79,92.63,94.82,96.32,94.34,81.41,77.21,67.30
315190,3151909,MG,Pocrane,146.67,109.33,109.33,109.33,106.67,106.67,109.33,109.33,94.34,76.42,84.91,64.15
315200,3152006,MG,Pomp‚u,93.36,92.42,92.42,92.42,92.65,97.63,99.76,97.63,106.73,77.49,89.10,75.41
315210,3152105,MG,Ponte Nova,9.69,45.93,45.93,45.93,44.52,48.74,49.30,52.53,46.00,43.23,41.63,31.15
315213,3152131,MG,Ponto Chique,1.75,115.79,115.79,115.79,115.79,133.33,131.58,133.33,118.03,116.39,59.02,88.52
315217,3152170,MG,Ponto dos Volantes,71.22,127.34,125.18,125.18,121.58,111.51,114.39,121.58,117.53,110.39,106.49,87.66
315220,3152204,MG,Porteirinha,32.06,80.27,80.27,80.27,71.52,90.81,93.50,87.67,76.39,71.76,62.27,41.44
315230,3152303,MG,Porto Firme,26.83,108.54,108.54,108.54,108.54,114.63,114.63,108.54,85.58,74.04,77.88,46.15
315240,3152402,MG,Pot‚,37.34,117.72,117.72,117.72,120.25,123.42,125.95,125.32,119.50,122.01,119.50,97.48
315250,3152501,MG,Pouso Alegre,95.16,93.13,93.13,93.13,86.15,96.65,99.07,95.66,95.30,93.06,91.21,80.47
315260,3152600,MG,Pouso Alto,97.14,87.14,87.14,87.14,87.14,92.86,91.43,95.71,106.06,136.36,137.88,89.39
315270,3152709,MG,Prados,106.85,121.92,121.92,121.92,95.89,120.55,121.92,135.62,104.35,78.26,69.57,73.91
315280,3152808,MG,Prata,90.57,97.84,97.84,97.84,95.15,100.54,106.47,102.16,101.05,67.63,78.42,84.21
315290,3152907,MG,Prat polis,41.56,83.12,83.12,83.12,80.52,89.61,94.81,97.40,83.33,55.95,72.62,55.95
315300,3153004,MG,Pratinha,56.10,114.63,114.63,114.63,112.20,124.39,126.83,121.95,105.26,86.84,84.21,71.05
315310,3153103,MG,Presidente Bernardes,120.00,165.00,165.00,165.00,162.50,137.50,137.50,150.00,120.69,120.69,118.97,98.28
315320,3153202,MG,Presidente Juscelino,103.57,125.00,125.00,125.00,114.29,125.00,128.57,135.71,118.18,81.82,,57.58
315330,3153301,MG,Presidente Kubitschek,2.70,102.70,102.70,102.70,105.41,110.81,113.51,102.70,104.44,117.78,120.00,86.67
315340,3153400,MG,Presidente Oleg rio,84.62,114.84,114.84,114.84,114.84,112.64,118.68,115.38,100.00,81.22,84.26,64.97
315350,3153509,MG,Alto Jequitib ,116.33,106.12,106.12,106.12,105.10,101.02,100.00,106.12,109.71,111.65,113.59,96.12
315360,3153608,MG,Prudente de Morais,97.06,104.41,104.41,104.41,104.41,108.82,111.76,88.97,96.09,42.46,54.75,70.95
315370,3153707,MG,Quartel Geral,136.36,154.55,154.55,154.55,163.64,159.09,154.55,163.64,102.86,114.29,114.29,88.57
315380,3153806,MG,Queluzito,89.47,57.89,57.89,57.89,52.63,78.95,84.21,63.16,161.54,30.77,107.69,100.00
315390,3153905,MG,Raposos,76.92,89.42,89.42,89.42,69.23,94.23,98.08,92.79,94.41,101.68,92.74,81.01
315400,3154002,MG,Raul Soares,105.63,94.37,93.43,93.43,81.22,93.90,100.47,91.55,91.09,77.13,81.01,65.89
315410,3154101,MG,Recreio,101.18,102.35,102.35,102.35,101.18,107.06,114.12,116.47,100.97,97.09,96.12,80.58
315415,3154150,MG,Reduto,6.32,42.11,42.11,42.11,42.11,51.58,54.74,46.32,70.89,64.56,59.49,31.65
315420,3154200,MG,Resende Costa,99.11,115.18,115.18,115.18,114.29,112.50,108.93,114.29,108.66,106.30,108.66,91.34
315430,3154309,MG,Resplendor,121.28,101.60,101.60,101.60,96.81,113.83,112.77,105.85,106.10,87.79,89.20,77.46
315440,3154408,MG,Ressaquinha,100.00,110.00,110.00,110.00,102.50,120.00,130.00,122.50,115.69,84.31,96.08,74.51
315445,3154457,MG,Riachinho,97.22,97.22,97.22,97.22,97.22,98.61,105.56,109.72,93.83,82.72,77.78,76.54
315450,3154507,MG,Riacho dos Machados,13.16,104.39,104.39,104.39,96.49,118.42,119.30,122.81,109.57,109.57,106.09,114.78
315460,3154606,MG,RibeirÆo das Neves,64.70,79.22,79.22,79.22,61.82,77.58,83.73,78.62,83.98,74.75,75.45,64.62
315470,3154705,MG,RibeirÆo Vermelho,,87.50,87.50,87.50,79.17,106.25,106.25,87.50,113.89,133.33,8.33,113.89
315480,3154804,MG,Rio Acima,86.23,106.52,106.52,106.52,117.39,118.84,120.29,113.77,138.33,97.50,140.83,101.67
315490,3154903,MG,Rio Casca,109.72,114.58,114.58,114.58,113.89,107.64,112.50,114.58,96.84,104.43,101.27,79.75
315500,3155009,MG,Rio Doce,4.35,126.09,126.09,126.09,95.65,117.39,117.39,126.09,100.00,93.33,93.33,80.00
315510,3155108,MG,Rio do Prado,116.28,151.16,151.16,151.16,158.14,141.86,148.84,153.49,121.43,114.29,116.07,87.50
315520,3155207,MG,Rio Espera,134.38,156.25,156.25,156.25,153.13,131.25,121.88,128.13,119.44,144.44,141.67,116.67
315530,3155306,MG,Rio Manso,11.63,111.63,111.63,111.63,153.49,79.07,88.37,90.70,67.31,90.38,53.85,82.69
315540,3155405,MG,Rio Novo,63.08,144.62,144.62,144.62,146.15,140.00,146.15,133.85,111.39,83.54,83.54,77.22
315550,3155504,MG,Rio Parana¡ba,102.72,110.88,110.88,110.88,104.08,117.69,111.56,110.88,121.74,112.32,116.67,103.62
315560,3155603,MG,Rio Pardo de Minas,90.68,102.02,102.02,102.02,100.00,96.98,98.99,103.27,94.32,105.43,108.89,90.12
315570,3155702,MG,Rio Piracicaba,100.00,102.63,102.63,102.63,100.00,100.00,102.63,101.97,99.38,97.53,103.09,82.72
315580,3155801,MG,Rio Pomba,125.29,120.00,120.00,120.00,114.12,108.82,116.47,120.59,86.85,76.06,78.87,78.87
315590,3155900,MG,Rio Preto,144.44,158.33,158.33,158.33,144.44,152.78,163.89,177.78,116.67,72.22,81.48,87.04
315600,3156007,MG,Rio Vermelho,149.68,75.80,75.80,75.80,133.76,101.27,118.47,89.17,141.13,43.97,73.76,81.56
315610,3156106,MG,Rit polis,104.76,104.76,104.76,104.76,104.76,121.43,119.05,116.67,125.64,148.72,176.92,107.69
315620,3156205,MG,Rochedo de Minas,,121.43,121.43,121.43,121.43,121.43,121.43,128.57,122.58,93.55,45.16,100.00
315630,3156304,MG,Rodeiro,118.49,121.85,121.85,121.85,108.40,122.69,123.53,114.29,105.30,104.55,94.70,84.09
315640,3156403,MG,Romaria,,106.45,106.45,106.45,93.55,103.23,106.45,90.32,91.89,81.08,81.08,81.08
315645,3156452,MG,Ros rio da Limeira,155.17,182.76,182.76,182.76,193.10,189.66,206.90,220.69,121.43,111.90,102.38,104.76
315650,3156502,MG,Rubelita,38.60,133.33,133.33,133.33,84.21,114.04,121.05,129.82,97.53,11.11,51.85,70.37
315660,3156601,MG,Rubim,96.67,107.78,107.78,107.78,107.78,108.89,107.78,104.44,132.05,132.05,132.05,106.41
315670,3156700,MG,Sabar ,95.86,116.56,116.56,116.56,115.54,109.42,116.00,106.18,115.23,51.51,84.04,81.36
315680,3156809,MG,Sabin¢polis,118.75,113.07,113.07,113.07,113.07,106.82,108.52,109.66,125.32,120.13,121.43,101.95
315690,3156908,MG,Sacramento,85.59,101.50,102.10,101.50,101.50,103.00,102.10,102.40,108.44,103.90,100.97,83.44
315700,3157005,MG,Salinas,75.79,93.65,93.65,93.65,83.13,93.65,97.42,97.22,100.73,81.54,92.69,85.56
315710,3157104,MG,Salto da Divisa,81.01,101.27,101.27,101.27,102.53,105.06,110.13,107.59,113.70,115.07,126.03,101.37
